Layer;Fix ID;Ch ID;Name;FixtureType;Patch;Color
"AUTOYOKE";110;;"autoyoke 1";"8 autoyoke_jj (8)";"1.326 1.003";ffffff
"AUTOYOKE";111;;"autoyoke 2";"8 autoyoke_jj (8)";"1.315 1.005";ffffff
"AUTOYOKE";112;;"autoyoke 3";"8 autoyoke_jj (8)";"1.304 1.008";ffffff
"AUTOYOKE";113;;"autoyoke 4";"8 autoyoke_jj (8)";"1.293 1.014";ffffff
"AUTOYOKE";114;;"autoyoke 5";"8 autoyoke_jj (8)";"1.282 1.016";ffffff
"AUTOYOKE";115;;"autoyoke 6";"8 autoyoke_jj (8)";"1.271 1.017";ffffff
