Layer;Fix ID;Ch ID;Name;FixtureType;Patch;Color
"ALCOVAS LAT.";;68;"DIR ALCOVA";"2 Dimmer 00 (2)";"1.047";ffffff
"ALCOVAS LAT.";;69;"BANHEIRA DIR";"2 Dimmer 00 (2)";"1.049";ffffff
"ALCOVAS LAT.";;70;"ESQ ALCOVA";"2 Dimmer 00 (2)";"1.053";ffffff
"ALCOVAS LAT.";;71;"BANHEIRA ESQ";"2 Dimmer 00 (2)";"1.055";ffffff
