Layer;Fix ID;Ch ID;Name;FixtureType;Patch;Color
"FUMO";;72;"VAPOR";"2 Dimmer 00 (2)";"1.512";ffffff
"FUMO";;236;"Fumo 1";"2 Dimmer 00 (2)";"1.501";ffffff
"FUMO";;237;"Fumo 2";"2 Dimmer 00 (2)";"1.502";ffffff
"FUMO";;238;"Fumo 3";"2 Dimmer 00 (2)";"1.503";ffffff
"FUMO";;239;"Fumo 4";"2 Dimmer 00 (2)";"1.504";ffffff
"FUMO";;240;"Fumo 5";"2 Dimmer 00 (2)";"1.505";ffffff
