CueNumber;ChannelID;FixtureID;AttributeName;Value;betweenCuesTime
15;;113;DIM;0;203.0
15;;114;DIM;0;203.0
15;;115;DIM;0;203.0
15;68;;DIM;0;203.0
15;69;;DIM;22;203.0
15;70;;DIM;0;203.0
15;71;;DIM;22;203.0
15;72;;DIM;0;203.0
15;231;;DIM;0;203.0
15;232;;DIM;0;203.0
15;233;;DIM;0;203.0
15;234;;DIM;0;203.0
15;235;;DIM;0;203.0
16;1;;DIM;0;375.0
16;2;;DIM;0;375.0
16;3;;DIM;0;375.0
16;4;;DIM;0;375.0
16;5;;DIM;0;375.0
16;6;;DIM;0;375.0
16;7;;DIM;0;375.0
16;8;;DIM;13.5;375.0
16;9;;DIM;20;375.0
16;10;;DIM;19;375.0
16;11;;DIM;0;375.0
16;12;;DIM;0;375.0
16;13;;DIM;0;375.0
16;14;;DIM;0;375.0
16;15;;DIM;0;375.0
16;16;;DIM;12;375.0
16;17;;DIM;12;375.0
16;18;;DIM;12;375.0
16;19;;DIM;0;375.0
16;20;;DIM;0;375.0
16;21;;DIM;0;375.0
16;22;;DIM;0;375.0
16;23;;DIM;0;375.0
16;24;;DIM;0;375.0
16;25;;DIM;0;375.0
16;26;;DIM;0;375.0
16;27;;DIM;0;375.0
16;28;;DIM;0;375.0
16;29;;DIM;0;375.0
16;30;;DIM;0;375.0
16;31;;DIM;0;375.0
16;32;;DIM;0;375.0
16;33;;DIM;0;375.0
16;34;;DIM;27.5;375.0
16;35;;DIM;27.5;375.0
16;36;;DIM;18.5;375.0
16;37;;DIM;27.5;375.0
16;38;;DIM;27.5;375.0
16;39;;DIM;27.5;375.0
16;40;;DIM;18.5;375.0
16;41;;DIM;31;375.0
16;42;;DIM;31;375.0
16;43;;DIM;31;375.0
16;44;;DIM;31;375.0
16;45;;DIM;31;375.0
16;46;;DIM;31;375.0
16;47;;DIM;31;375.0
16;48;;DIM;0;375.0
16;49;;DIM;0;375.0
16;50;;DIM;0;375.0
16;51;;DIM;0;375.0
16;52;;DIM;11.5;375.0
16;53;;DIM;0;375.0
16;54;;DIM;50;375.0
16;55;;DIM;14;375.0
16;56;;DIM;0;375.0
16;57;;DIM;0;375.0
16;58;;DIM;0;375.0
16;59;;DIM;0;375.0
16;60;;DIM;13.960783;375.0
16;61;;DIM;0;375.0
16;62;;DIM;0;375.0
16;63;;DIM;0;375.0
16;64;;DIM;0;375.0
16;73;;DIM;0;375.0
16;65;;DIM;0;375.0
16;66;;DIM;0;375.0
16;67;;DIM;0;375.0
16;;100;DIM;8;375.0
16;;101;DIM;0;375.0
16;;102;DIM;6;375.0
16;;103;DIM;0;375.0
16;;104;DIM;0;375.0
16;;105;DIM;11;375.0
16;;110;DIM;0;375.0
16;;111;DIM;0;375.0
16;;112;DIM;0;375.0
16;;113;DIM;15;375.0
16;;114;DIM;0;375.0
16;;115;DIM;0;375.0
16;68;;DIM;16.5;375.0
16;69;;DIM;0;375.0
16;70;;DIM;16.5;375.0
16;71;;DIM;30;375.0
16;72;;DIM;0;375.0
16;231;;DIM;0;375.0
16;232;;DIM;0;375.0
16;233;;DIM;0;375.0
16;234;;DIM;0;375.0
16;235;;DIM;0;375.0
17;;101;DIM;13.5;86.0
18;;101;DIM;0;209.0
19;1;;DIM;13.5;234.0
19;2;;DIM;13.5;234.0
19;3;;DIM;13.5;234.0
19;4;;DIM;13.5;234.0
19;5;;DIM;13.5;234.0
19;6;;DIM;0;234.0
19;7;;DIM;0;234.0
19;8;;DIM;18;234.0
19;9;;DIM;29;234.0
19;10;;DIM;0;234.0
19;11;;DIM;8;234.0
19;12;;DIM;8;234.0
19;13;;DIM;8;234.0
19;14;;DIM;8;234.0
19;15;;DIM;8;234.0
19;16;;DIM;29;234.0
19;17;;DIM;29;234.0
