CueNumber;ChannelID;FixtureID;AttributeName;Value;betweenCuesTime;FixtureType;MaxPower;Layer;Name;PowerUsed;Energy_J;Energy_Wh
1;49;;DIM;30;38;2 Dimmer 00 (2)                     ;1000.0;LATERAIS RED;RED 2;117.65;4470.59;1.24
1;50;;DIM;30;38;2 Dimmer 00 (2)                     ;1000.0;LATERAIS RED;RED 3;117.65;4470.59;1.24
1;51;;DIM;30;38;2 Dimmer 00 (2)                     ;1000.0;LATERAIS RED;RED 4;117.65;4470.59;1.24
1;52;;DIM;30;38;2 Dimmer 00 (2)                     ;750.0;BANHEIRA;BANHEIRA FRT;88.24;3352.94;0.93
1;53;;DIM;30;38;2 Dimmer 00 (2)                     ;750.0;BANHEIRA;BANHEIRA PIC.;88.24;3352.94;0.93
1;54;;DIM;30;38;2 Dimmer 00 (2)                     ;750.0;BANHEIRA;BANHEIRA CRT;88.24;3352.94;0.93
1;55;;DIM;30;38;2 Dimmer 00 (2)                     ;1000.0;BANCOS;BANCO FR L;117.65;4470.59;1.24
1;56;;DIM;30;38;2 Dimmer 00 (2)                     ;1000.0;BANCOS;BANCO CRT L;117.65;4470.59;1.24
1;57;;DIM;30;38;2 Dimmer 00 (2)                     ;1000.0;BANCOS;BANCO FR R;117.65;4470.59;1.24
1;58;;DIM;30;38;2 Dimmer 00 (2)                     ;1000.0;BANCOS;BANCO CRT R;117.65;4470.59;1.24
1;59;;DIM;30;38;2 Dimmer 00 (2)                     ;750.0;CADEIRA COUMIER;COUMIER;88.24;3352.94;0.93
1;60;;DIM;30;38;2 Dimmer 00 (2)                     ;750.0;GUILHOTINA;GUILHO PIC.;88.24;3352.94;0.93
1;61;;DIM;30;38;2 Dimmer 00 (2)                     ;750.0;GUILHOTINA;GUILHO CRT;88.24;3352.94;0.93
1;62;;DIM;30;38;2 Dimmer 00 (2)                     ;1000.0;CANTORES;CANTORES CRT;117.65;4470.59;1.24
1;63;;DIM;30;38;2 Dimmer 00 (2)                     ;1000.0;PORTA;PORTA FR PICADO;117.65;4470.59;1.24
1;64;;DIM;30;38;2 Dimmer 00 (2)                     ;1000.0;PORTA;PORTA CRT;117.65;4470.59;1.24
1;73;;DIM;30;38;2 Dimmer 00 (2)                     ;750.0;PORTA;PORTA RÉGIE;88.24;3352.94;0.93
1;65;;DIM;30;38;2 Dimmer 00 (2)                     ;1000.0;MUSICOS;MUSICO FR;117.65;4470.59;1.24
1;66;;DIM;30;38;2 Dimmer 00 (2)                     ;1000.0;MUSICOS;PAUTAS CRT;117.65;4470.59;1.24
1;67;;DIM;30;38;2 Dimmer 00 (2)                     ;750.0;MUSICOS;KEYS;88.24;3352.94;0.93
1;68;;DIM;30;38;2 Dimmer 00 (2)                     ;1000.0;ALCOVAS LAT.;DIR ALCOVA;117.65;4470.59;1.24
1;69;;DIM;30;38;2 Dimmer 00 (2)                     ;1000.0;ALCOVAS LAT.;BANHEIRA DIR;117.65;4470.59;1.24
1;70;;DIM;30;38;2 Dimmer 00 (2)                     ;750.0;ALCOVAS LAT.;ESQ ALCOVA;88.24;3352.94;0.93
1;71;;DIM;30;38;2 Dimmer 00 (2)                     ;750.0;ALCOVAS LAT.;BANHEIRA ESQ;88.24;3352.94;0.93
1;72;;DIM;0;38;2 Dimmer 00 (2)                     ;3000.0;FUMO;VAPOR;0;0;0
1;231;;DIM;30;38;2 Dimmer 00 (2)                     ;3000.0;VENTOINHAS;FAN 1;352.94;13411.76;3.73
1;232;;DIM;30;38;2 Dimmer 00 (2)                     ;1000.0;CODA PUB;PUB 1;117.65;4470.59;1.24
1;233;;DIM;30;38;2 Dimmer 00 (2)                     ;1000.0;CODA PUB;PUB 2;117.65;4470.59;1.24
1;234;;DIM;30;38;2 Dimmer 00 (2)                     ;1000.0;CODA PUB;PUB 3;117.65;4470.59;1.24
1;235;;DIM;30;38;2 Dimmer 00 (2)                     ;1000.0;CODA PUB;PUB 4;117.65;4470.59;1.24
2;1;;DIM;0;135;2 Dimmer 00 (2)                     ;2000.0;FRENTES;FT 1.1;0;0;0
2;2;;DIM;0;135;2 Dimmer 00 (2)                     ;2000.0;FRENTES;FT 1.2;0;0;0
2;3;;DIM;0;135;2 Dimmer 00 (2)                     ;2000.0;FRENTES;FT 1.3;0;0;0
2;4;;DIM;0;135;2 Dimmer 00 (2)                     ;2000.0;FRENTES;FT 1.4;0;0;0
2;5;;DIM;0;135;2 Dimmer 00 (2)                     ;2000.0;FRENTES;FT 1.5;0;0;0
2;6;;DIM;0;135;2 Dimmer 00 (2)                     ;2000.0;FRENTES;FT 2.1;0;0;0
2;7;;DIM;0;135;2 Dimmer 00 (2)                     ;2000.0;FRENTES;FT 2.2;0;0;0
2;8;;DIM;0;135;2 Dimmer 00 (2)                     ;2000.0;FRENTES;FT 2.3;0;0;0
2;9;;DIM;0;135;2 Dimmer 00 (2)                     ;2000.0;FRENTES;FT 2.4;0;0;0
2;10;;DIM;0;135;2 Dimmer 00 (2)                     ;2000.0;FRENTES;FT 2.5;0;0;0
2;11;;DIM;0;135;2 Dimmer 00 (2)                     ;1000.0;FRENTES;FT 201_3.1;0;0;0
2;12;;DIM;0;135;2 Dimmer 00 (2)                     ;1000.0;FRENTES;FT 201_3.2;0;0;0
2;13;;DIM;0;135;2 Dimmer 00 (2)                     ;1000.0;FRENTES;FT 201_3.3;0;0;0
2;14;;DIM;0;135;2 Dimmer 00 (2)                     ;1000.0;FRENTES;FT 201_3.4;0;0;0
2;15;;DIM;0;135;2 Dimmer 00 (2)                     ;1000.0;FRENTES;FT 201_3.5;0;0;0
2;16;;DIM;0;135;2 Dimmer 00 (2)                     ;1000.0;FRENTES;FT 201_4.1;0;0;0
2;17;;DIM;0;135;2 Dimmer 00 (2)                     ;1000.0;FRENTES;FT 201_4.2;0;0;0
2;18;;DIM;0;135;2 Dimmer 00 (2)                     ;1000.0;FRENTES;FT 201_4.3;0;0;0
2;19;;DIM;0;135;2 Dimmer 00 (2)                     ;1000.0;FRENTES;FT 115_3.1;0;0;0
